age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
40;technician;married;university.degree;no;0;no;no;telephone;may;fri;338;3;295;0;nonexistent;no
45;services;married;high.school;no;311;no;no;telephone;may;fri;182;1;-1;0;nonexistent;no
52;blue-collar;married;basic.9y;unknown;66;yes;no;telephone;may;fri;346;3;-1;0;nonexistent;no
43;management;married;unknown;no;2146;no;no;telephone;may;fri;204;2;353;0;nonexistent;no
40;blue-collar;married;basic.6y;unknown;356;yes;no;telephone;may;fri;296;2;356;0;nonexistent;no
43;blue-collar;single;basic.9y;no;62;yes;no;telephone;may;fri;551;2;-1;0;nonexistent;no
28;blue-collar;single;basic.9y;no;-106;yes;no;telephone;may;fri;663;3;288;0;nonexistent;no
36;technician;married;professional.course;no;608;yes;no;telephone;may;fri;338;4;323;0;nonexistent;no
37;services;married;high.school;no;291;yes;no;telephone;may;fri;153;1;-1;0;nonexistent;no
32;admin.;single;university.degree;no;-184;no;no;telephone;may;fri;188;2;170;0;nonexistent;no
26;technician;married;high.school;no;2345;yes;no;telephone;may;fri;305;2;344;0;nonexistent;no
35;admin.;married;high.school;no;4;yes;no;telephone;may;fri;1080;5;-1;0;nonexistent;no
56;admin.;married;university.degree;no;6005;no;no;telephone;may;fri;1461;2;323;0;nonexistent;no
56;blue-collar;married;basic.4y;unknown;333;no;no;telephone;may;fri;116;1;-1;0;nonexistent;no
37;entrepreneur;single;university.degree;no;3041;no;no;telephone;may;fri;129;2;-1;0;nonexistent;no
43;technician;single;professional.course;no;4;no;no;telephone;may;fri;98;3;295;0;nonexistent;no
41;housemaid;married;high.school;no;603;yes;no;telephone;may;fri;262;1;-1;0;nonexistent;no
55;unemployed;single;basic.4y;unknown;0;unknown;unknown;telephone;may;fri;147;7;-1;0;nonexistent;no
43;technician;single;professional.course;no;830;no;no;telephone;may;fri;150;1;367;0;nonexistent;no
29;unknown;married;university.degree;no;962;unknown;unknown;telephone;may;fri;282;2;-1;0;nonexistent;no
31;services;married;high.school;no;185;yes;no;telephone;may;fri;332;2;-1;0;nonexistent;no
39;admin.;single;university.degree;no;-9;no;no;telephone;may;fri;94;1;-1;0;nonexistent;no
38;blue-collar;single;basic.9y;unknown;891;yes;no;telephone;may;fri;455;1;-1;0;nonexistent;no
56;admin.;married;high.school;no;148;yes;no;telephone;may;fri;49;1;366;0;nonexistent;no
36;entrepreneur;married;unknown;unknown;1374;yes;no;telephone;may;fri;181;1;359;0;nonexistent;no
54;management;married;basic.4y;unknown;-556;no;no;telephone;may;fri;345;9;347;0;nonexistent;no
34;admin.;married;university.degree;no;1612;yes;no;telephone;may;fri;154;3;-1;0;nonexistent;no
28;services;single;basic.9y;unknown;0;yes;no;telephone;may;fri;294;2;-1;0;nonexistent;no
34;blue-collar;married;basic.4y;no;-109;yes;no;telephone;may;fri;750;7;370;0;nonexistent;no
45;blue-collar;married;basic.9y;no;580;yes;no;telephone;may;fri;202;2;284;0;nonexistent;no
59;admin.;married;university.degree;no;4500;yes;no;telephone;may;fri;191;2;-1;0;nonexistent;no
46;blue-collar;married;professional.course;no;-192;yes;no;telephone;may;fri;106;1;-1;0;nonexistent;no
25;blue-collar;married;basic.9y;no;-438;yes;no;telephone;may;fri;214;2;-1;0;nonexistent;no
33;admin.;divorced;university.degree;no;-701;no;yes;telephone;may;fri;128;1;-1;0;nonexistent;no
27;admin.;married;university.degree;no;1400;yes;no;telephone;may;fri;70;1;-1;0;nonexistent;no
33;admin.;divorced;university.degree;no;5293;no;no;telephone;may;fri;279;1;171;0;nonexistent;no
56;blue-collar;married;basic.4y;unknown;785;yes;no;telephone;may;fri;400;2;-1;0;nonexistent;no
25;admin.;married;high.school;no;373;yes;no;telephone;may;fri;231;2;-1;0;nonexistent;no
30;housemaid;married;high.school;unknown;763;yes;no;telephone;may;fri;175;2;300;0;nonexistent;no
38;blue-collar;divorced;basic.9y;no;1236;no;yes;telephone;may;fri;70;4;-1;0;nonexistent;no
37;self-employed;single;university.degree;unknown;-811;yes;no;telephone;may;fri;179;2;-1;0;nonexistent;no
58;entrepreneur;married;university.degree;unknown;7279;no;no;telephone;may;fri;107;4;-1;0;nonexistent;no
28;blue-collar;married;basic.6y;unknown;479;no;no;telephone;may;fri;142;2;350;0;nonexistent;no
42;blue-collar;married;basic.9y;unknown;199;no;no;telephone;may;fri;119;2;306;0;nonexistent;no
36;technician;single;professional.course;unknown;1808;no;no;telephone;may;fri;180;3;-1;0;nonexistent;no
52;management;married;professional.course;no;2;unknown;unknown;telephone;may;fri;135;2;-1;0;nonexistent;no
33;technician;single;high.school;no;-106;no;yes;telephone;may;fri;213;2;-1;0;nonexistent;no
33;management;single;university.degree;no;670;no;no;telephone;may;fri;136;2;-1;0;nonexistent;no
29;blue-collar;single;high.school;unknown;-361;no;no;telephone;may;fri;44;3;349;0;nonexistent;no
34;blue-collar;married;basic.9y;no;159;yes;no;telephone;may;fri;229;5;-1;0;nonexistent;no
50;management;single;university.degree;no;151;yes;no;telephone;may;fri;184;2;370;0;nonexistent;no
38;management;married;university.degree;no;518;no;no;telephone;may;fri;32;2;-1;0;nonexistent;no
33;services;married;high.school;no;5073;no;no;telephone;may;fri;73;4;286;0;nonexistent;no
42;admin.;married;university.degree;no;607;no;no;telephone;may;fri;126;2;364;0;nonexistent;no
52;self-employed;married;university.degree;no;-308;yes;no;telephone;may;fri;83;4;-1;0;nonexistent;no
28;blue-collar;married;basic.9y;unknown;367;yes;no;telephone;may;fri;379;2;306;0;nonexistent;no
56;services;married;high.school;unknown;855;yes;no;telephone;may;fri;26;2;300;0;nonexistent;no
35;technician;married;professional.course;no;1240;no;no;telephone;may;fri;169;2;-1;0;nonexistent;no
33;admin.;married;high.school;unknown;663;yes;no;telephone;may;fri;179;2;274;0;nonexistent;no
32;blue-collar;married;basic.9y;no;895;yes;no;telephone;may;fri;280;1;-1;0;nonexistent;no
50;retired;married;basic.4y;unknown;804;yes;no;telephone;may;fri;89;2;361;0;nonexistent;no
29;admin.;single;basic.9y;unknown;-407;no;no;telephone;may;fri;210;3;-1;0;nonexistent;no
30;technician;married;professional.course;no;802;no;yes;telephone;may;fri;393;2;-1;0;nonexistent;no
46;blue-collar;married;basic.9y;no;912;yes;yes;telephone;may;fri;128;3;328;0;nonexistent;no
26;admin.;single;high.school;unknown;355;yes;no;telephone;may;fri;161;2;-1;0;nonexistent;no
34;admin.;single;basic.9y;no;3;no;no;telephone;may;fri;1178;4;-1;0;nonexistent;no
46;self-employed;married;basic.9y;unknown;0;yes;no;telephone;may;fri;182;7;-1;0;nonexistent;no
33;management;married;high.school;no;1836;yes;no;telephone;may;fri;178;2;-1;0;nonexistent;no
50;housemaid;divorced;high.school;no;1425;no;no;telephone;may;fri;177;2;-1;0;nonexistent;no
31;technician;single;basic.9y;unknown;963;no;no;telephone;may;fri;191;2;-1;0;nonexistent;no
48;blue-collar;married;professional.course;no;145;no;no;telephone;may;fri;245;4;287;0;nonexistent;no
57;entrepreneur;married;high.school;unknown;634;yes;no;telephone;may;fri;255;2;-1;0;nonexistent;no
45;admin.;divorced;basic.9y;unknown;87;no;no;telephone;may;fri;488;2;-1;0;nonexistent;no
50;services;married;professional.course;unknown;-522;yes;no;telephone;may;fri;211;2;-1;0;nonexistent;no
44;unknown;single;basic.9y;unknown;319;unknown;unknown;telephone;may;fri;226;2;301;0;nonexistent;no
44;services;married;high.school;no;0;no;no;telephone;may;fri;460;2;-1;0;nonexistent;no
32;services;married;high.school;no;478;yes;no;telephone;may;fri;432;2;-1;0;nonexistent;no
37;housemaid;single;basic.9y;unknown;-276;yes;yes;telephone;may;fri;136;3;-1;0;nonexistent;no
34;admin.;single;high.school;no;4227;no;no;telephone;may;fri;176;2;-1;0;nonexistent;no
27;services;married;basic.9y;no;2785;yes;no;telephone;may;fri;162;2;-1;0;nonexistent;no
40;housemaid;single;university.degree;no;1401;yes;no;telephone;may;fri;237;3;-1;0;nonexistent;no
39;services;married;high.school;unknown;0;no;yes;telephone;may;fri;134;3;-1;0;nonexistent;no
29;admin.;married;high.school;no;1852;yes;no;telephone;may;fri;44;2;-1;0;nonexistent;no
34;blue-collar;married;basic.6y;unknown;462;yes;yes;telephone;may;fri;47;5;-1;0;nonexistent;no
25;blue-collar;married;basic.9y;no;800;no;no;telephone;may;fri;483;1;-1;0;nonexistent;no
29;services;married;basic.9y;no;221;no;no;telephone;may;fri;116;3;355;0;nonexistent;no
44;technician;single;professional.course;no;1089;no;no;telephone;may;fri;182;3;-1;0;nonexistent;no
33;admin.;single;university.degree;no;451;yes;no;telephone;may;fri;122;2;301;0;nonexistent;no
33;blue-collar;married;basic.4y;no;496;yes;no;telephone;may;fri;232;2;-1;0;nonexistent;no
40;blue-collar;married;high.school;no;1080;no;no;telephone;may;fri;51;3;370;0;nonexistent;no
59;retired;married;basic.4y;unknown;1064;no;no;telephone;may;fri;260;4;-1;0;nonexistent;no
38;technician;single;professional.course;no;297;no;no;telephone;may;fri;214;2;-1;0;nonexistent;no
41;blue-collar;married;basic.6y;unknown;3;no;no;telephone;may;fri;407;4;-1;0;nonexistent;no
33;services;married;high.school;no;76;yes;no;telephone;may;fri;389;2;371;0;nonexistent;no
36;admin.;married;high.school;no;398;yes;no;telephone;may;fri;31;3;-1;0;nonexistent;no
48;admin.;married;basic.9y;no;83;no;yes;telephone;may;fri;145;3;-1;0;nonexistent;no
44;services;divorced;high.school;unknown;879;yes;no;telephone;may;fri;115;2;-1;0;nonexistent;no
50;blue-collar;divorced;basic.9y;no;210;no;no;telephone;may;fri;878;3;-1;0;nonexistent;no
35;self-employed;married;professional.course;no;-276;no;no;telephone;may;fri;268;2;-1;0;nonexistent;no
51;entrepreneur;married;basic.4y;unknown;863;no;no;telephone;may;fri;277;3;-1;0;nonexistent;no
24;blue-collar;married;basic.9y;no;228;yes;yes;telephone;may;fri;101;6;-1;0;nonexistent;no
32;management;married;high.school;no;1396;yes;no;telephone;may;fri;119;2;300;0;nonexistent;no
56;services;divorced;high.school;unknown;-19;no;no;telephone;may;fri;185;2;296;0;nonexistent;no
50;technician;married;university.degree;no;2253;yes;no;telephone;may;fri;162;2;-1;0;nonexistent;no
38;blue-collar;married;high.school;no;0;no;no;telephone;may;fri;18;7;-1;0;nonexistent;no
25;self-employed;single;university.degree;no;265;unknown;unknown;telephone;may;fri;317;2;-1;0;nonexistent;no
28;services;single;high.school;no;-54;unknown;unknown;telephone;may;fri;71;3;292;0;nonexistent;no
41;blue-collar;married;basic.4y;no;3821;no;no;telephone;may;fri;43;2;-1;0;nonexistent;no
34;blue-collar;married;unknown;unknown;0;unknown;unknown;telephone;may;fri;298;2;-1;0;nonexistent;no
27;services;single;high.school;no;-7;no;no;telephone;may;fri;86;4;-1;0;nonexistent;no
31;admin.;married;university.degree;unknown;830;no;no;telephone;may;fri;255;2;370;0;nonexistent;no
39;housemaid;married;basic.4y;no;0;yes;yes;telephone;may;fri;83;3;-1;0;nonexistent;no
26;entrepreneur;married;unknown;no;4406;no;no;telephone;may;fri;194;3;-1;0;nonexistent;no
37;blue-collar;married;basic.6y;unknown;437;yes;yes;telephone;may;fri;268;3;344;0;nonexistent;no
25;student;single;high.school;no;54;no;no;telephone;may;fri;97;1;371;0;nonexistent;no
33;services;married;high.school;no;-454;yes;no;telephone;may;fri;263;5;-1;0;nonexistent;no
40;blue-collar;married;unknown;no;1006;no;no;telephone;may;fri;338;4;-1;0;nonexistent;no
37;entrepreneur;single;university.degree;no;2999;no;no;telephone;may;fri;180;2;-1;0;nonexistent;no
46;housemaid;married;basic.9y;no;85;no;no;telephone;may;fri;322;5;359;0;nonexistent;no
53;admin.;divorced;high.school;no;17924;yes;no;telephone;may;fri;64;4;174;0;nonexistent;no
32;unemployed;married;basic.9y;no;8180;no;no;telephone;may;fri;71;4;360;0;nonexistent;no
43;services;divorced;basic.9y;no;2431;yes;no;telephone;may;fri;284;4;-1;0;nonexistent;no
38;technician;single;professional.course;no;341;yes;no;telephone;may;fri;166;3;-1;0;nonexistent;no
26;technician;married;professional.course;no;4963;yes;no;telephone;may;fri;210;3;300;0;nonexistent;no
52;blue-collar;single;basic.9y;unknown;8781;yes;no;telephone;may;fri;160;3;177;0;nonexistent;no
54;admin.;married;basic.4y;unknown;-504;no;no;telephone;may;fri;77;2;-1;0;nonexistent;no
51;services;married;professional.course;unknown;1738;no;no;telephone;may;fri;328;7;358;0;nonexistent;no
42;admin.;married;basic.9y;no;214;yes;no;telephone;may;fri;164;8;177;0;nonexistent;no
41;management;single;unknown;no;684;no;no;telephone;may;fri;154;2;-1;0;nonexistent;no
26;services;single;high.school;no;580;no;no;telephone;may;fri;155;3;363;0;nonexistent;no
38;housemaid;married;basic.6y;unknown;273;yes;no;telephone;may;fri;153;4;175;0;nonexistent;no
54;technician;married;unknown;unknown;811;no;no;telephone;may;fri;111;2;-1;0;nonexistent;no
41;blue-collar;divorced;basic.4y;no;0;no;no;telephone;may;fri;91;3;-1;0;nonexistent;no
26;blue-collar;single;high.school;no;1354;no;no;telephone;may;fri;213;4;356;0;nonexistent;no
43;management;married;basic.4y;no;-254;yes;no;telephone;may;fri;257;3;-1;0;nonexistent;no
28;technician;single;professional.course;no;-449;yes;no;telephone;may;fri;315;4;-1;0;nonexistent;no
35;technician;divorced;professional.course;no;7863;no;yes;telephone;may;fri;102;3;-1;0;nonexistent;no
45;admin.;married;high.school;no;336;no;yes;telephone;may;fri;35;3;346;0;nonexistent;no
40;admin.;married;high.school;no;1049;no;no;telephone;may;fri;83;3;-1;0;nonexistent;no
37;technician;married;professional.course;no;6089;yes;no;telephone;may;fri;834;9;-1;0;nonexistent;no
52;technician;married;university.degree;no;-42;no;no;telephone;may;fri;244;5;-1;0;nonexistent;no
36;admin.;married;high.school;no;953;yes;no;telephone;may;fri;143;3;346;0;nonexistent;no
40;blue-collar;married;basic.9y;unknown;315;yes;no;telephone;may;fri;277;3;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;no;5845;yes;no;telephone;may;fri;1534;2;-1;0;nonexistent;no
36;blue-collar;married;basic.6y;unknown;378;no;no;telephone;may;fri;291;4;-1;0;nonexistent;no
36;blue-collar;single;high.school;no;765;no;yes;telephone;may;mon;163;2;174;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;5795;yes;yes;telephone;may;mon;149;6;-1;0;nonexistent;no
44;blue-collar;married;basic.9y;unknown;315;yes;no;telephone;may;mon;33;4;346;0;nonexistent;no
49;blue-collar;married;professional.course;unknown;916;no;no;telephone;may;mon;144;6;-1;0;nonexistent;no
56;retired;married;basic.4y;unknown;124;yes;yes;telephone;may;mon;146;4;366;0;nonexistent;no
39;blue-collar;divorced;basic.9y;no;207;no;no;telephone;may;mon;40;3;-1;0;nonexistent;no
29;blue-collar;married;professional.course;unknown;422;yes;no;telephone;may;mon;79;6;-1;0;nonexistent;no
41;admin.;single;university.degree;unknown;125;no;no;telephone;may;mon;112;2;-1;0;nonexistent;no
47;admin.;married;university.degree;no;2;yes;no;telephone;may;mon;147;5;-1;0;nonexistent;no
38;blue-collar;married;basic.6y;unknown;7066;yes;no;telephone;may;mon;836;4;357;0;nonexistent;no
36;technician;married;high.school;no;146;yes;no;telephone;may;mon;290;5;346;0;nonexistent;no
46;technician;divorced;professional.course;no;496;yes;no;telephone;may;mon;148;2;-1;0;nonexistent;no
47;services;divorced;high.school;no;-40;yes;no;telephone;may;mon;289;5;368;0;nonexistent;no
47;blue-collar;single;basic.4y;no;140;yes;no;telephone;may;mon;345;2;-1;0;nonexistent;no
42;self-employed;married;university.degree;no;77;yes;no;telephone;may;mon;1002;5;340;0;nonexistent;no
42;management;married;university.degree;unknown;22;yes;no;telephone;may;mon;181;4;302;0;nonexistent;no
59;management;married;university.degree;no;-51;no;no;telephone;may;mon;460;5;-1;0;nonexistent;yes
33;unemployed;married;professional.course;unknown;26;yes;no;telephone;may;mon;129;2;-1;0;nonexistent;no
48;entrepreneur;married;high.school;no;154;yes;no;telephone;may;mon;76;2;364;0;nonexistent;no
53;technician;single;professional.course;no;534;yes;no;telephone;may;mon;111;2;312;0;nonexistent;no
57;blue-collar;married;unknown;unknown;1265;unknown;unknown;telephone;may;mon;98;3;179;0;nonexistent;no
34;services;married;high.school;unknown;-466;yes;no;telephone;may;mon;221;2;-1;0;nonexistent;no
51;services;divorced;professional.course;no;38;yes;no;telephone;may;mon;150;7;-1;0;nonexistent;no
39;blue-collar;married;basic.6y;unknown;703;yes;no;telephone;may;mon;399;3;88;0;nonexistent;no
45;unknown;married;unknown;unknown;685;no;no;telephone;may;mon;139;6;329;0;nonexistent;no
37;admin.;married;high.school;no;780;yes;no;telephone;may;mon;115;4;-1;0;nonexistent;no
44;blue-collar;married;basic.6y;no;-67;yes;no;telephone;may;mon;149;5;-1;0;nonexistent;no
48;admin.;married;university.degree;no;1085;no;yes;telephone;may;mon;327;2;353;0;nonexistent;no
59;retired;married;university.degree;unknown;29;no;no;telephone;may;mon;92;4;-1;0;nonexistent;no
44;admin.;single;high.school;no;560;no;no;telephone;may;mon;111;2;-1;0;nonexistent;no
50;blue-collar;married;basic.9y;unknown;22;yes;no;telephone;may;mon;192;2;-1;0;nonexistent;no
35;services;married;high.school;no;6567;yes;no;telephone;may;mon;88;5;298;0;nonexistent;no
53;self-employed;married;university.degree;no;2139;no;no;telephone;may;mon;592;2;371;0;nonexistent;no
41;technician;married;professional.course;unknown;582;no;no;telephone;may;mon;105;3;372;0;nonexistent;no
55;admin.;married;high.school;no;194;yes;yes;telephone;may;mon;62;2;-1;0;nonexistent;no
36;blue-collar;married;basic.4y;unknown;353;no;no;telephone;may;mon;114;5;-1;0;nonexistent;no
37;blue-collar;married;basic.4y;no;341;yes;no;telephone;may;mon;59;4;347;0;nonexistent;no
36;management;divorced;high.school;no;-172;no;no;telephone;may;mon;144;7;-1;0;nonexistent;no
45;management;married;basic.9y;no;-639;yes;yes;telephone;may;mon;346;4;-1;0;nonexistent;no
35;admin.;single;basic.6y;no;864;yes;no;telephone;may;mon;57;2;-1;0;nonexistent;no
32;admin.;married;high.school;no;134;yes;no;telephone;may;mon;396;3;-1;0;nonexistent;no
43;blue-collar;married;basic.6y;unknown;50;yes;no;telephone;may;mon;286;4;-1;0;nonexistent;no
36;entrepreneur;married;university.degree;no;507;yes;no;telephone;may;mon;59;4;367;0;nonexistent;no
55;admin.;divorced;university.degree;no;480;yes;no;telephone;may;mon;38;4;352;0;nonexistent;no
55;technician;divorced;professional.course;unknown;-22;yes;no;telephone;may;mon;252;4;-1;0;nonexistent;no
54;services;married;basic.4y;unknown;878;yes;no;telephone;may;mon;566;7;-1;0;nonexistent;no
39;housemaid;married;university.degree;no;2574;yes;no;telephone;may;mon;167;2;176;0;nonexistent;no
40;technician;married;professional.course;unknown;2734;no;no;telephone;may;mon;127;2;-1;0;nonexistent;no
49;services;married;high.school;unknown;241;unknown;unknown;telephone;may;mon;71;2;-1;0;nonexistent;no
45;unemployed;married;high.school;unknown;129;no;no;telephone;may;mon;120;2;-1;0;nonexistent;no
32;admin.;single;university.degree;no;41;no;no;telephone;may;mon;409;2;352;0;nonexistent;no
57;management;divorced;university.degree;no;3387;yes;no;telephone;may;mon;117;2;-1;0;nonexistent;no
41;admin.;divorced;high.school;no;148;no;no;telephone;may;mon;177;4;374;0;nonexistent;no
24;services;single;high.school;no;249;no;no;telephone;may;mon;757;2;-1;0;nonexistent;yes
49;management;divorced;high.school;unknown;5774;yes;no;telephone;may;mon;145;1;359;0;nonexistent;no
49;management;divorced;high.school;unknown;0;no;no;telephone;may;mon;124;1;-1;0;nonexistent;no
59;retired;single;university.degree;no;1841;no;no;telephone;may;mon;36;4;-1;0;nonexistent;no
44;blue-collar;married;professional.course;no;2120;no;no;telephone;may;mon;94;2;175;0;nonexistent;no
43;management;married;basic.6y;unknown;297;no;no;telephone;may;mon;189;1;375;0;nonexistent;no
59;blue-collar;married;basic.4y;unknown;89;no;no;telephone;may;mon;24;1;-1;0;nonexistent;no
36;unemployed;married;unknown;unknown;827;no;no;telephone;may;mon;33;2;-1;0;nonexistent;no
49;technician;divorced;basic.9y;unknown;205;yes;no;telephone;may;mon;185;1;312;0;nonexistent;no
39;entrepreneur;divorced;high.school;no;3743;no;no;telephone;may;mon;122;1;-1;0;nonexistent;no
39;entrepreneur;divorced;high.school;no;117;no;no;telephone;may;mon;225;1;-1;0;nonexistent;no
33;blue-collar;single;high.school;no;-493;no;no;telephone;may;mon;165;1;334;0;nonexistent;no
42;blue-collar;married;professional.course;no;62;yes;no;telephone;may;mon;186;1;-1;0;nonexistent;no
33;management;married;university.degree;no;2040;no;no;telephone;may;mon;405;3;350;0;nonexistent;no
51;blue-collar;married;basic.4y;unknown;344;no;no;telephone;may;mon;172;2;-1;0;nonexistent;no
29;management;single;university.degree;no;230;yes;yes;telephone;may;mon;207;3;266;0;nonexistent;no
35;admin.;married;university.degree;no;1277;yes;no;telephone;may;mon;325;3;-1;0;nonexistent;no
29;student;single;high.school;unknown;104;no;no;telephone;may;mon;57;8;-1;0;nonexistent;no
34;management;married;university.degree;unknown;706;no;no;telephone;may;mon;102;1;-1;0;nonexistent;no
33;services;married;high.school;unknown;174;no;no;telephone;may;mon;164;3;-1;0;nonexistent;no
54;management;divorced;university.degree;no;239;no;no;telephone;may;mon;288;2;360;0;nonexistent;no
56;services;divorced;high.school;unknown;513;no;no;telephone;may;mon;154;1;-1;0;nonexistent;no
34;blue-collar;married;basic.4y;no;7290;yes;no;telephone;may;mon;102;1;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;no;5909;yes;yes;telephone;may;mon;136;2;-1;0;nonexistent;no
33;blue-collar;married;professional.course;no;-195;no;no;telephone;may;mon;53;1;-1;0;nonexistent;no
39;admin.;married;university.degree;no;3917;no;no;telephone;may;mon;744;6;-1;0;nonexistent;yes
32;blue-collar;married;professional.course;no;352;no;no;telephone;may;mon;202;1;-1;0;nonexistent;no
37;admin.;married;university.degree;unknown;615;yes;no;telephone;may;mon;113;3;-1;0;nonexistent;no
47;technician;divorced;university.degree;no;0;no;no;telephone;may;mon;130;3;370;0;nonexistent;no
26;technician;married;university.degree;no;217;no;no;telephone;may;mon;523;1;-1;0;nonexistent;no
26;self-employed;married;university.degree;no;1015;no;no;telephone;may;mon;231;1;347;0;nonexistent;no
25;blue-collar;married;high.school;no;409;no;no;telephone;may;mon;217;1;-1;0;nonexistent;no
52;entrepreneur;married;university.degree;unknown;1119;no;no;telephone;may;mon;151;1;-1;0;nonexistent;no
59;blue-collar;married;basic.4y;unknown;12198;no;no;telephone;may;mon;293;1;-1;0;nonexistent;no
39;blue-collar;divorced;high.school;no;235;no;no;telephone;may;mon;281;1;-1;0;nonexistent;no
31;blue-collar;married;basic.4y;unknown;170;no;no;telephone;may;mon;363;2;-1;0;nonexistent;no
56;housemaid;divorced;basic.4y;unknown;-357;no;no;telephone;may;mon;86;1;355;0;nonexistent;no
29;technician;single;university.degree;no;2145;no;no;telephone;may;mon;1147;2;-1;0;nonexistent;no
36;technician;married;university.degree;no;-454;yes;yes;telephone;may;mon;486;1;355;0;nonexistent;no
44;blue-collar;married;basic.4y;unknown;-887;no;no;telephone;may;mon;49;2;-1;0;nonexistent;no
31;admin.;divorced;high.school;no;292;no;no;telephone;may;mon;170;2;-1;0;nonexistent;no
40;housemaid;single;university.degree;no;139;no;yes;telephone;may;mon;539;1;291;0;nonexistent;no
34;technician;single;university.degree;unknown;2684;no;no;telephone;may;mon;66;3;-1;0;nonexistent;no
56;entrepreneur;married;basic.4y;no;-1;no;no;telephone;may;mon;820;1;355;0;nonexistent;no
46;blue-collar;married;basic.4y;unknown;1387;no;yes;telephone;may;mon;125;1;-1;0;nonexistent;no
38;services;divorced;high.school;no;-522;no;no;telephone;may;mon;398;1;-1;0;nonexistent;no
42;management;married;university.degree;no;-242;yes;no;telephone;may;mon;112;1;278;0;nonexistent;no
42;management;married;university.degree;no;719;no;no;telephone;may;mon;64;1;368;0;nonexistent;no
40;services;married;high.school;unknown;0;no;no;telephone;may;mon;255;1;-1;0;nonexistent;no
47;blue-collar;married;basic.4y;unknown;497;no;no;telephone;may;mon;95;8;298;0;nonexistent;no
44;blue-collar;married;professional.course;unknown;76;yes;no;telephone;may;mon;140;3;-1;0;nonexistent;no
48;services;married;high.school;no;397;no;no;telephone;may;mon;788;2;95;0;nonexistent;no
36;blue-collar;single;basic.9y;no;3723;yes;no;telephone;may;mon;239;4;-1;0;nonexistent;no
31;blue-collar;married;basic.9y;unknown;1625;yes;no;telephone;may;mon;194;2;109;0;nonexistent;no
30;technician;married;university.degree;no;106;no;no;telephone;may;mon;165;4;-1;0;nonexistent;no
29;admin.;single;basic.9y;unknown;1543;no;no;telephone;may;mon;306;2;10;0;nonexistent;no
40;self-employed;married;university.degree;unknown;2239;no;no;telephone;may;mon;63;3;-1;0;nonexistent;no
39;unemployed;married;university.degree;no;1977;yes;no;telephone;may;mon;501;2;-1;0;nonexistent;no
35;technician;married;professional.course;no;0;yes;no;telephone;may;mon;832;3;93;0;nonexistent;no
33;entrepreneur;married;high.school;no;2145;no;no;telephone;may;mon;214;4;183;0;nonexistent;no
48;unemployed;married;high.school;unknown;116;yes;yes;telephone;may;mon;283;6;-1;0;nonexistent;no
39;technician;married;professional.course;no;620;yes;no;telephone;may;mon;101;2;94;0;nonexistent;no
41;admin.;married;university.degree;no;307;yes;yes;telephone;may;mon;77;2;-1;0;nonexistent;no
28;management;single;unknown;no;7702;no;no;telephone;may;mon;290;6;95;0;nonexistent;no
34;housemaid;married;university.degree;no;3733;no;no;telephone;may;mon;388;2;98;0;nonexistent;no
41;admin.;single;unknown;no;3993;yes;yes;telephone;may;mon;1111;3;-1;0;nonexistent;yes
27;admin.;single;high.school;unknown;428;unknown;unknown;telephone;may;mon;1495;4;-1;0;nonexistent;no
27;blue-collar;married;basic.9y;unknown;5310;no;no;telephone;may;mon;322;1;186;0;nonexistent;no
30;technician;single;professional.course;no;2509;no;no;telephone;may;mon;480;1;-1;0;nonexistent;no
41;services;married;high.school;unknown;255;yes;yes;telephone;may;mon;146;3;92;0;nonexistent;no
38;blue-collar;married;professional.course;no;616;no;no;telephone;may;mon;393;1;101;0;nonexistent;no
37;entrepreneur;single;university.degree;no;733;yes;no;telephone;may;mon;744;2;187;0;nonexistent;no
34;admin.;single;university.degree;no;439;yes;no;telephone;may;mon;593;2;321;0;nonexistent;no
33;technician;married;basic.9y;no;590;yes;no;telephone;may;mon;215;1;-1;0;nonexistent;no
36;blue-collar;single;basic.9y;unknown;567;yes;no;telephone;may;mon;379;2;-1;0;nonexistent;no
33;technician;married;basic.9y;no;689;yes;no;telephone;may;mon;315;1;-1;0;nonexistent;no
36;technician;married;high.school;no;386;yes;no;telephone;may;mon;162;1;-1;0;nonexistent;no
33;technician;married;basic.9y;no;0;no;no;telephone;may;mon;493;1;40;0;nonexistent;no
28;student;single;university.degree;unknown;957;yes;no;telephone;may;mon;225;1;-1;0;nonexistent;no
28;student;single;university.degree;unknown;312;yes;no;telephone;may;mon;208;1;-1;0;nonexistent;no
38;technician;married;professional.course;no;167;no;no;telephone;may;mon;80;4;96;0;nonexistent;no
50;management;divorced;professional.course;no;13094;no;no;telephone;may;mon;39;3;-1;0;nonexistent;no
32;management;married;high.school;no;5086;yes;no;telephone;may;mon;132;1;-1;0;nonexistent;no
45;blue-collar;married;basic.4y;no;707;no;no;telephone;may;mon;101;1;-1;0;nonexistent;no
36;admin.;married;university.degree;no;466;no;no;telephone;may;mon;188;1;-1;0;nonexistent;no
30;blue-collar;single;basic.9y;unknown;152;unknown;unknown;telephone;may;mon;386;2;-1;0;nonexistent;no
